374603617,"13101 HARTFIELD AVENUE","SAN DIEGO","CA",92130
374600488,"18655 WEST BERNARDO DRIVE","SAN DIEGO","CA",92127
374602801,"13101 HARTFIELD AVE","SAN DIEGO","CA",92130
374603600,"POMERADO RD","SAN DIEGO","CA",92131
374600675,"8515 COSTA VERDE BLVD","SAN DIEGO","CA",92122
374603167,"3474 ANGWIN DRIVE","SAN DIEGO","CA",92123
374603886,"3125 OCCIDENTAL STREET","SAN DIEGO","CA",92122
374603162,"6207 ACORN STREET","SAN DIEGO","CA",92115
374603163,"6217 ACORN STREET","SAN DIEGO","CA",92115
374603714,"10603 RANCHO BERNARDO ROAD","SAN DIEGO","CA",92127
374603584,"2440 GRAND AVENUE","SAN DIEGO","CA",92109
374600916,"10251 TRAILS END CIRCLE","SAN DIEGO","CA",92126
374603208,"8536 MENKAR ROAD","SAN DIEGO","CA",92126
374602452,"8235 HYDRA LANE","SAN DIEGO","CA",92126
374603129,"10003 KIBLER DRIVE","SAN DIEGO","CA",92126
374603563,"8554 CAPRICORN WAY","SAN DIEGO","CA",92126
374603755,"8554 CAPRICORN WAY","SAN DIEGO","CA",92126
374603135,"8243 HYDRA LANE","SAN DIEGO","CA",92126
374602745,"10163 EMBASSY WAY","SAN DIEGO","CA",92126
374603442,"11178 DEL DIABLO WAY","SAN DIEGO","CA",92129
374602158,"3511 SPARLING ST","SAN DIEGO","CA",92115
374602566,"8488 PARKBROOK STREET","SAN DIEGO","CA",92114
374601199,"3505 SPARLING STREET","SAN DIEGO","CA",92115
374603547,"8110 TWILIGHT POINT WAY","SAN DIEGO","CA",92127
374602633,"12979 RANCHO PENASQUITOS BLVD","SAN DIEGO","CA",92129
374603560,"12979 RANCHO PENASQUITOS BLVD","SAN DIEGO","CA",92129
374603560,"12979 RANCHO PENASQUITOS BLVD","SAN DIEGO","CA",92129
374603284,"7141 BULLOCK DRIVE","SAN DIEGO","CA",92114
374602996,"15206 FALCON CREST COURT","SAN DIEGO","CA",92127
374600890,"5308 MONROE AVENUE","SAN DIEGO","CA",92115
374603501,"5874 HONORS DRIVE","SAN DIEGO","CA",92122
374601793,"3271 INNUIT AVE","SAN DIEGO","CA",92117
374603463,"9312 TWIN MOUNTAIN CIRCLE","SAN DIEGO","CA",92126
374600108,"1966 PARADISE STREET","SAN DIEGO","CA",92114
374601909,"10265 SALUDA AVE","SAN DIEGO","CA",92126
374601609,"6396 LAKE DECATUR AVENUE","SAN DIEGO","CA",92119
374602488,"6860 CONDON DRIVE","SAN DIEGO","CA",92122
374603322,"6396 LAKE DECATUR AVENUE","SAN DIEGO","CA",92119
374603323,"6860 CONDON DRIVE","SAN DIEGO","CA",92122
374600295,"5289 LODI STREET","SAN DIEGO","CA",92117
374602814,"4520 PACIFIC RIVIERA WAY","SAN DIEGO","CA",92154
374601348,"3219 CANON ST","SAN DIEGO","CA",92106
374603289,"3219 CANON STREET","SAN DIEGO","CA",92106
374603660,"3219 CANON STREET","SAN DIEGO","CA",92106
374601056,"13075 EVENING CREEK DR SOUTH","SAN DIEGO","CA",92128
374603279,"13075 EVENING CREEK DR SOUTH","SAN DIEGO","CA",92128
374600129,"8933 BOGATA CR.","SAN DIEGO","CA",92126
374603743,"17109 BOTERO DRIVE","SAN DIEGO","CA",92127
374601727,"10165 WESTONHILL DR","SAN DIEGO","CA",92126
374600735,"5219 CLAIREMONT MESA BLVD.","SAN DIEGO","CA",92117
374600845,"2921 MURAT STREET","SAN DIEGO","CA",92117
372002165,"8031 MONTARA AVENUE","SAN DIEGO","CA",92126
374600479,"3737 31ST STREET","SAN DIEGO","CA",92104
374601032,"4735 CALLE DE VIDA","SAN DIEGO","CA",92124
374602000,"4745 CALLE DE VIDA","SAN DIEGO","CA",92124
374600511,"4224 EMET COURT","SAN DIEGO","CA",92117
374601180,"7241 CANYON HILL COURT","SAN DIEGO","CA",92126
374602316,"11075 POLARIS DRIVE","SAN DIEGO","CA",92126
374602181,"11171 BATAVIA CIR","SAN DIEGO","CA",92126
372004738,"4282 BALBOA AVENUE","SAN DIEGO","CA",92117
374602335,"7057 BROOKHAVEN RD","SAN DIEGO","CA",92114
374600732,"3427 BEAGLE PLACE","SAN DIEGO","CA",92111
370804866,"1924 REO DRIVE","SAN DIEGO","CA",92139
372004242,"2073 HANFORD DRIVE","SAN DIEGO","CA",92111
372004506,"2091 HANFORD DRIVE","SAN DIEGO","CA",92111
374603750,"14740 VIA FIESTA","SAN DIEGO","CA",92127
374603786,"17737 HUNTERS RIDGE ROAD","SAN DIEGO","CA",92127
374600276,"5581 CHATTANOOGA","SAN DIEGO","CA",92139
374600980,"7766 PRAIRIE MOUND WAY","SAN DIEGO","CA",92139
374602485,"310 35TH STREET","SAN DIEGO","CA",92102
374602201,"6173 ADELAIDE AVE","SAN DIEGO","CA",92115
374601097,"4290 LAYLA WAY","SAN DIEGO","CA",92154
374601285,"1039 SANTA BARBARA STREET","SAN DIEGO","CA",92107
374603877,"1332 LEAF TERRACE","SAN DIEGO","CA",92114
374602807,"3476 IDLEWILD WAY","SAN DIEGO","CA",92117
374600372,"4171 CAMINO DEL RIO SOUTH","SAN DIEGO","CA",92108
374603677,"2189 CROWNHILL ROAD","SAN DIEGO","CA",92109
374602700,"4518 54TH STREET","SAN DIEGO","CA",92115
374600165,"11279 WESTONHILL DRIVE","SAN DIEGO","CA",92126
374603290,"9431 REAGAN ROAD","SAN DIEGO","CA",92126
374603470,"9431 REAGAN RD","SAN DIEGO","CA",92126
374602935,"2996 DARDAINA","SAN DIEGO","CA",92139
374600305,"6452 PLAZA RIDGE ROAD","SAN DIEGO","CA",92114
374600994,"6288 WENRICH DRIVE","SAN DIEGO","CA",92120
374601375,"5615 ASHLAND AVENUE","SAN DIEGO","CA",92120
374602061,"6667 WANDERMERE CT","SAN DIEGO","CA",92120
374601438,"7232 GLENFLORA AVENUE","SAN DIEGO","CA",92119
374602751,"6655 CRAMPTON COURT","SAN DIEGO","CA",92119
374600926,"303 DALEGROVE LANE","SAN DIEGO","CA",92114
374600294,"2690 COWLEY WAY","SAN DIEGO","CA",92110
374603303,"10166 LONE DOVE STREET","SAN DIEGO","CA",92127
374603338,"10136 ZAPATA AVENUE","SAN DIEGO","CA",92126
374603029,"13858 KERRY LANE","SAN DIEGO","CA",92130
374602415,"10136 ZAPATA AVENUE","SAN DIEGO","CA",92126
374600272,"3990 COLDWELL LANE","SAN DIEGO","CA",92154
374602549,"3423 CHANNEL WAY","SAN DIEGO","CA",92110
374600431,"2558 MOBLEY STREET","SAN DIEGO","CA",92123
374603580,"13101 HARTFIELD AVENUE","SAN DIEGO","CA",92130
374601468,"8738 COVINA STREET","SAN DIEGO","CA",92126
374601469,"8748 COVINA STREET","SAN DIEGO","CA",92126
374602732,"5327 QUINCE STREET","SAN DIEGO","CA",92105
374601594,"11244 GANESTA DRIVE","SAN DIEGO","CA",92126
374600245,"2875 MORNINGSIDE STREET","SAN DIEGO","CA",92139
374600688,"2847 MORNINGSIDE STREE","SAN DIEGO","CA",92139
374600169,"3941 LIGGETT DRIVE","SAN DIEGO","CA",92106
372004900,"3586 CHASEWOOD DRIVE","SAN DIEGO","CA",92111
374600403,"11423 WESTONHILL DRIVE","SAN DIEGO","CA",92126
374603318,"11423 WESTONHILL DRIVE","SAN DIEGO","CA",92126
374603114,"17067 COYOTE BUSH DRIVE","SAN DIEGO","CA",92127
374602367,"1334 VINCA WAY","SAN DIEGO","CA",92114
374603212,"6461 QUILLAN STREET","SAN DIEGO","CA",92111
374602877,"2239 CRANDALL DRIVE","SAN DIEGO","CA",92111
374602679,"10197 SPRING MANOR COURT","SAN DIEGO","CA",92126
374602369,"3223 DUKE STREET","SAN DIEGO","CA",92110
374601775,"2555 HOPKINS ST","SAN DIEGO","CA",92139
374602062,"7541 MILKY WAY POINT","SAN DIEGO","CA",92120
374602598,"7029 HILLSBORO STREET","SAN DIEGO","CA",92120
370804165,"6255 MCHANEY COURT","SAN DIEGO","CA",92114
374600103,"2204 GROVEVIEW ROAD","SAN DIEGO","CA",92139
374603056,"11249 ANTILLA PLACE","SAN DIEGO","CA",92126
370804407,"2360 ALBATROSS ST.","SAN DIEGO","CA",92101
374603715,"2360 ALBATROSS STREET","SAN DIEGO","CA",92101
374602755,"5651 DOROTHY WAY","SAN DIEGO","CA",92115
374602806,"6811 FUJI STREET","SAN DIEGO","CA",92139
374602275,"4905 WYCONDA LN","SAN DIEGO","CA",92113
374603333,"336 WINEWOOD STREET","SAN DIEGO","CA",92114
374601811,"10264 AMBASSADOR AVE","SAN DIEGO","CA",92126
374603180,"4075 54TH STREET","SAN DIEGO","CA",92105
374600523,"4075 54TH STREET","SAN DIEGO","CA",92105
374602597,"6045 REO PLACE","SAN DIEGO","CA",92139
374603368,"8333 LAKE GABY AVE","SAN DIEGO","CA",92119
374600927,"6281 JACKSON DRIVE","SAN DIEGO","CA",92119
374602895,"1332 LEAF TERRACE","SAN DIEGO","CA",92114
374603006,"8666 OCTANS ST","SAN DIEGO","CA",92126
374603345,"10864 WORTHING AVENUE","SAN DIEGO","CA",92126
374600192,"9012 TICKET STREET","SAN DIEGO","CA",92126
374601895,"12946 AMARANTH ST","SAN DIEGO","CA",92129
372004880,"10658 KEMERTON ROAD","SAN DIEGO","CA",92126
374600803,"656 VALENCIA PARKWAY","SAN DIEGO","CA",92114
374603486,"10003 KIBLER DRIVE","SAN DIEGO","CA",92126
374601648,"7867 LAKE ANDRITA AVENUE","SAN DIEGO","CA",92119
374603104,"1148 KENALAN DR","SAN DIEGO","CA",92154
374603138,"6425 HIGH KNOLL ROAD","SAN DIEGO","CA",92111
374603283,"10566 GABACHO DRIVE","SAN DIEGO","CA",92124
374601552,"11419 WESTONHILL DRIVE","SAN DIEGO","CA",92126
370804527,"3993 CASEMAN STREET","SAN DIEGO","CA",92154
374603063,"410 SOUTH 58TH STREET","SAN DIEGO","CA",92114
374602930,"7142 BOBHIRD","SAN DIEGO","CA",92119
374603337,"3532 GOVERNOR DRIVE","SAN DIEGO","CA",92122
372004561,"3636 CHRISTINE STREET","SAN DIEGO","CA",92117
374602703,"485 VALENCIA PARKWAY","SAN DIEGO","CA",92114
374602747,"2361 MONTCLIFF ROAD","SAN DIEGO","CA",92139
374603151,"2567 2ND AVENUE","SAN DIEGO","CA",92103
374603274,"2567 2ND AVE","SAN DIEGO","CA",92103
370804455,"3865 DARWIN AVENUE","SAN DIEGO","CA",92154
374603330,"8715 STANWELL STREET","SAN DIEGO","CA",92126
374602768,"147 TASMAN PLACE","SAN DIEGO","CA",92114
372004240,"8904 REVELSTOKE WAY","SAN DIEGO","CA",92126
374601971,"10961 SAN BLAS CIR","SAN DIEGO","CA",92126
374600269,"7027 COWLES MOUNTAIN BLVD.","SAN DIEGO","CA",92119
374603382,"7027 COWLES MOUNTAIN BLVD","SAN DIEGO","CA",92119
374600263,"8323 LAKE GABY AVENUE","SAN DIEGO","CA",92119
374603383,"8323 LAKE GABY AVE","SAN DIEGO","CA",92119
374600418,"8304 LAKE GABY","SAN DIEGO","CA",92119
374603384,"8304 LAKE GABY","SAN DIEGO","CA",92119
374603392,"2996 MISSION VILLAGE DRIVE","SAN DIEGO","CA",92123
372004808,"2996 MISSION VILLAGE DR.","SAN DIEGO","CA",92123
374603043,"2849 MELBOURNE DRIVE","SAN DIEGO","CA",92123
374600411,"2997 MELBOURNE DRIVE","SAN DIEGO","CA",92123
374601302,"2493 MELBOURNE DRIVE","SAN DIEGO","CA",92123
374603529,"2337 CAMINO DEL RIO SOUTH","SAN DIEGO","CA",92108
374603530,"2335 CAMINO DEL RIO SOUTH","SAN DIEGO","CA",92108
374603745,"11178 DEL DIABLO WAY","SAN DIEGO","CA",92129
374600880,"2189 CROWNHILL ROAD","SAN DIEGO","CA",92109
374603273,"3535 FENELON STREET","SAN DIEGO","CA",92106
372000400,"6333 RANCHO MISSION ROAD","SAN DIEGO","CA",92108
374603763,"12927 GUACAMAYO CT","SAN DIEGO","CA",92128
374603342,"5211 JOAN COURT","SAN DIEGO","CA",92115
374602492,"8825 STANWELL STREET","SAN DIEGO","CA",92126
374601398,"5638 PLUMAS STREET","SAN DIEGO","CA",92139
374603444,"5638 PLUMAS STREET","SAN DIEGO","CA",92139
374601632,"116 LAUSANNE DRIVE","SAN DIEGO","CA",92114
374603761,"146 WEDGEWOOD DRIVE","SAN DIEGO","CA",92114
374603731,"10393 GOLD COAST PLACE","SAN DIEGO","CA",92126
374603782,"10393 GOLD COAST PL","SAN DIEGO","CA",92126
374603405,"4706 LEATHERS STREET","SAN DIEGO","CA",92117
370804298,"5907 BATAAN CIRCLE","SAN DIEGO","CA",92139
374602023,"1268 STAMEN ST","SAN DIEGO","CA",92114
374601933,"13597 PASEO CARDIEL","SAN DIEGO","CA",92129
374602620,"4603 RAINIER AVENUE","SAN DIEGO","CA",92120
374603366,"356 BRAUN AVE","SAN DIEGO","CA",92114
374603576,"3941 LIGGETT DRIVE","SAN DIEGO","CA",92106
372004836,"10255 THANKSGIVING LANE","SAN DIEGO","CA",92126
374600658,"9121 MESA WOODS AVENUE","SAN DIEGO","CA",92126
374603125,"8292 RUN OF THE KNOLLS","SAN DIEGO","CA",92127
374602950,"15260 AMALIA","SAN DIEGO","CA",92129
374602971,"16922 HIERBA DRIVE","SAN DIEGO","CA",92128
374601104,"8702 TOMMY DRIVE","SAN DIEGO","CA",92119
374602757,"7010 JACKSON DRIVE","SAN DIEGO","CA",92119
374603194,"6684 DANVILLE AVE","SAN DIEGO","CA",92120
374603465,"8702 TOMMY DR.","SAN DIEGO","CA",92119
374602704,"6354 CASCADE ST","SAN DIEGO","CA",92122
374603297,"4949 MOUNT LONGS","SAN DIEGO","CA",92117
374603884,"4929 MOUNT LONGS","SAN DIEGO","CA",92117
370804725,"1611 PARKLAND WAY","SAN DIEGO","CA",92114
370804842,"6897 FREED MANOR LANE","SAN DIEGO","CA",92114
374602542,"6364 GALLEGOS TERRACE","SAN DIEGO","CA",92114
372004864,"6881 MEWALL DRIVE","SAN DIEGO","CA",92119
374602915,"7192 TERRA COTTA","SAN DIEGO","CA",92114
374603610,"659 SUNNYSIDE AVE","SAN DIEGO","CA",92114
374602480,"12295 FRONTERA RD","SAN DIEGO","CA",92128
374603727,"12285 FRONTERA ROAD","SAN DIEGO","CA",92128
374601985,"6915 GLENFLORA AVE","SAN DIEGO","CA",92119
374603271,"8904 REVELSTOKE WAY","SAN DIEGO","CA",92126
374603079,"14638 OLD CREEK ROAD","SAN DIEGO","CA",92131
374602504,"4615 SAUK AVE","SAN DIEGO","CA",92117
374601435,"3739 MILLIKIN AVE","SAN DIEGO","CA",92122
374601472,"6325 DENNISON STREET","SAN DIEGO","CA",92122
374602164,"5706 TULANE ST","SAN DIEGO","CA",92122
374602337,"6893 RADCLIFFE DR","SAN DIEGO","CA",92122
374602460,"7108 WERNER STREET","SAN DIEGO","CA",92122
374602963,"3664 GOVERNOR","SAN DIEGO","CA",92122
374603493,"3664 GOVERNOR DRIVE","SAN DIEGO","CA",92122
374601384,"10935 JEFFREY COURT","SAN DIEGO","CA",92126
374602184,"10666 FALCON RIM PT","SAN DIEGO","CA",92131
374602254,"8231 CASA BLANCA PLACE","SAN DIEGO","CA",92126
374602527,"3141 DRISCOLL DRIVE","SAN DIEGO","CA",92117
374602278,"4750 LEATHERS ST","SAN DIEGO","CA",92117
374602940,"566 PARKWOOD DRIVE","SAN DIEGO","CA",92139
374601334,"3008 MELBOURNE DR","SAN DIEGO","CA",92123
374601185,"8693 CELESTINE AVENUE","SAN DIEGO","CA",92123
374602359,"8937 GRAMERCY DRIVE","SAN DIEGO","CA",92123
374601074,"223 SOUTH SIENA STREET","SAN DIEGO","CA",92114
374600919,"415 S. SIENA STREET","SAN DIEGO","CA",92114
374601421,"2562 MOONSTONE DRIVE","SAN DIEGO","CA",92123
374602294,"6530 BOON LAKE AVE","SAN DIEGO","CA",92119
374603443,"1903 OLIVE AVENUE","SAN DIEGO","CA",92139
370800558,"2635 SECOND AVE","SAN DIEGO","CA",92103
370804823,"2340 FOURTH AVENUE","SAN DIEGO","CA",92101
374602530,"8801 STANWELL STREET","SAN DIEGO","CA",92126
374602372,"4469 ROBBINS STREET","SAN DIEGO","CA",92122
374603625,"4518 54TH STREET","SAN DIEGO","CA",92115
374600449,"6533 PLAZA RIDGE ROAD","SAN DIEGO","CA",92114
370804484,"1576 CASTEEL COURT","SAN DIEGO","CA",92114
374601676,"6778 ANTON LANE","SAN DIEGO","CA",92114
374602862,"1903 OLIVE AVENUE","SAN DIEGO","CA",92139
374602831,"15237 CALLE JUANITO","SAN DIEGO","CA",92129
374603178,"2650 TEAL PLACE","SAN DIEGO","CA",92123
374602692,"14993 DEL DIABLO LANE","SAN DIEGO","CA",92129
374603232,"14993 DEL DIABLO LANE","SAN DIEGO","CA",92129
374601239,"4670 TWAIN AVENUE","SAN DIEGO","CA",92120
374603183,"810 TURQUOISE STREET","SAN DIEGO","CA",92109
374603395,"810 TURQUOISE ST","SAN DIEGO","CA",92109
374601402,"810 TURQUOISE STREET","SAN DIEGO","CA",92109
374600898,"7960 GAYLEN ROAD","SAN DIEGO","CA",92126
374601661,"10911 NEW SALEM COURT","SAN DIEGO","CA",92126
374601423,"6640 PARADISE CRESTVIEW WAY","SAN DIEGO","CA",92114
374601408,"8506 MIGUEL VISTA PLACE","SAN DIEGO","CA",92114
374601991,"16004 CAYENNE RIDGE RD","SAN DIEGO","CA",92127
374603873,"165 PALAWAN WAY","SAN DIEGO","CA",92114
370804859,"7229 ZEST STREET","SAN DIEGO","CA",92139
374600190,"10258 THANKSGIVING LANE","SAN DIEGO","CA",92126
372004894,"11085 ZAGALA COURT","SAN DIEGO","CA",92124
374602117,"6344 JOUGLARD ST","SAN DIEGO","CA",92114
374602852,"3090 CHAVEZ ROAD","SAN DIEGO","CA",92154
374603112,"4626 TWAIN AVE","SAN DIEGO","CA",92120
374601647,"3522 MERCER LANE","SAN DIEGO","CA",92122
374603520,"5723 BOUNTY STREET","SAN DIEGO","CA",92120
370804416,"1312 LEAF TERRACE","SAN DIEGO","CA",92114
374603457,"6281 JACKSON DRIVE","SAN DIEGO","CA",92119
374600800,"2404 LORING STREET","SAN DIEGO","CA",92109
374600356,"7930 WESTMORE ROAD","SAN DIEGO","CA",92126
372004744,"5332 MT. BURNHAM DRIVE","SAN DIEGO","CA",92111
374603261,"5332 MT BURNHAM DRIVE","SAN DIEGO","CA",92111
